,x,y
0,-4.0,0.7568024953079282
1,-3.99,0.750228328229919
2,-3.9800000000000004,0.7435791389442749
3,-3.9700000000000006,0.7368555923643836
4,-3.960000000000001,0.7300583608393002
5,-3.950000000000001,0.7231881240865128
6,-3.9400000000000013,0.7162455691239714
7,-3.9300000000000015,0.709231390201387
8,-3.9200000000000017,0.7021462887308068
9,-3.910000000000002,0.6949909732164733
10,-3.900000000000002,0.6877661591839753
11,-3.8900000000000023,0.6804725691086957
12,-3.8800000000000026,0.6731109323435637
13,-3.8700000000000028,0.6656819850461212
14,-3.860000000000003,0.6581864701049073
15,-3.850000000000003,0.6506251370651698
16,-3.8400000000000034,0.6429987420539115
17,-3.8300000000000036,0.6353080477042784
18,-3.820000000000004,0.6275538230792964
19,-3.810000000000004,0.6197368435949664
20,-3.8000000000000043,0.6118578909427225
21,-3.7900000000000045,0.6039177530112642
22,-3.7800000000000047,0.5959172238077678
23,-3.770000000000005,0.5878571033784867
24,-3.760000000000005,0.5797381977287471
25,-3.7500000000000053,0.5715613187423482
26,-3.7400000000000055,0.5633272841003745
27,-3.7300000000000058,0.5550369171994286
28,-3.720000000000006,0.5466910470692921
29,-3.710000000000006,0.5382905082900229
30,-3.7000000000000064,0.5298361409084986
31,-3.6900000000000066,0.5213287903544122
32,-3.680000000000007,0.5127693073557296
33,-3.670000000000007,0.5041585478536177
34,-3.6600000000000072,0.4954973729168511
35,-3.6500000000000075,0.486786648655706
36,-3.6400000000000077,0.47802724613534947
37,-3.630000000000008,0.4692200412887342
38,-3.620000000000008,0.4603659148290054
39,-3.6100000000000083,0.4514657521614307
40,-3.6000000000000085,0.44252044329486
41,-3.5900000000000087,0.4335308827527257
42,-3.580000000000009,0.42449796948359064
43,-3.570000000000009,0.41542260677125437
44,-3.5600000000000094,0.4063057021444253
45,-3.5500000000000096,0.39714816728596875
46,-3.54000000000001,0.3879509179417393
47,-3.53000000000001,0.37871487382900704
48,-3.5200000000000102,0.3694409585444866
49,-3.5100000000000104,0.3601300994719781
50,-3.5000000000000107,0.35078322768962983
51,-3.490000000000011,0.341401277876831
52,-3.480000000000011,0.3319851882207446
53,-3.4700000000000113,0.32253590032248947
54,-3.4600000000000115,0.3130543591029812
55,-3.4500000000000117,0.3035415127084403
56,-3.440000000000012,0.29399831241557906
57,-3.430000000000012,0.28442571253647403
58,-3.4200000000000124,0.27482467032313596
59,-3.4100000000000126,0.26519614587178536
60,-3.400000000000013,0.25554110202684366
61,-3.390000000000013,0.2458605042846495
62,-3.380000000000013,0.23615532069690995
63,-3.3700000000000134,0.22642652177389613
64,-3.3600000000000136,0.21667508038739305
65,-3.350000000000014,0.20690197167341323
66,-3.340000000000014,0.19710817293468377
67,-3.3300000000000143,0.18729466354291713
68,-3.3200000000000145,0.17746242484087457
69,-3.3100000000000147,0.16761244004423276
70,-3.300000000000015,0.15774569414326312
71,-3.290000000000015,0.14786317380433345
72,-3.2800000000000153,0.13796586727124224
73,-3.2700000000000156,0.1280547642663951
74,-3.2600000000000158,0.11813085589183324
75,-3.250000000000016,0.10819513453012428
76,-3.240000000000016,0.0982485937451246
77,-3.2300000000000164,0.08829222818262396
78,-3.2200000000000166,0.07832703347088169
79,-3.210000000000017,0.06835400612106461
80,-3.200000000000017,0.05837414342759693
81,-3.1900000000000173,0.04838844336843145
82,-3.1800000000000175,0.038397904505252684
83,-3.1700000000000177,0.028403525883621546
84,-3.160000000000018,0.01840630693307157
85,-3.150000000000018,0.008407247367166824
86,-3.1400000000000183,-0.0015926529164686206
87,-3.1300000000000185,-0.011592393936139625
88,-3.1200000000000188,-0.02159097572607731
89,-3.110000000000019,-0.031587398436434815
90,-3.100000000000019,-0.04158066243327141
91,-3.0900000000000194,-0.05156976839851512
92,-3.0800000000000196,-0.06155371742989364
93,-3.07000000000002,-0.07153151114082378
94,-3.06000000000002,-0.0815021517602492
95,-3.0500000000000203,-0.09146464223241685
96,-3.0400000000000205,-0.10141798631658154
97,-3.0300000000000207,-0.11136118868662928
98,-3.020000000000021,-0.12129325503060903
99,-3.010000000000021,-0.1312131921501631
100,-3.0000000000000213,-0.14112000805984612
101,-2.9900000000000215,-0.15101271208632278
102,-2.9800000000000217,-0.16089031496743428
103,-2.970000000000022,-0.1707518289511239
104,-2.960000000000022,-0.1805962678942111
105,-2.9500000000000224,-0.19042264736100525
106,-2.9400000000000226,-0.20022998472174833
107,-2.930000000000023,-0.210017299250877
108,-2.920000000000023,-0.21978361222509443
109,-2.9100000000000232,-0.2295279470212417
110,-2.9000000000000234,-0.23924932921395956
111,-2.8900000000000237,-0.24894678667312978
112,-2.880000000000024,-0.2586193496610876
113,-2.870000000000024,-0.2682660509295948
114,-2.8600000000000243,-0.2778859258165633
115,-2.8500000000000245,-0.287478012342521
116,-2.8400000000000247,-0.29704135130680864
117,-2.830000000000025,-0.3065749863834992
118,-2.820000000000025,-0.3160779642170298
119,-2.8100000000000254,-0.3255493345175361
120,-2.8000000000000256,-0.3349881501558808
121,-2.790000000000026,-0.34439346725836584
122,-2.780000000000026,-0.3537643453011186
123,-2.770000000000026,-0.3630998472041439
124,-2.7600000000000264,-0.372399039425031
125,-2.7500000000000266,-0.3816609920523071
126,-2.740000000000027,-0.3908847788984277
127,-2.730000000000027,-0.4000694775923947
128,-2.7200000000000273,-0.4092141696719926
129,-2.7100000000000275,-0.41831794067563394
130,-2.7000000000000277,-0.42737988023380485
131,-2.690000000000028,-0.43639908216010115
132,-2.680000000000028,-0.4453746445418461
133,-2.6700000000000284,-0.45430566983028114
134,-2.6600000000000286,-0.46319126493032
135,-2.6500000000000288,-0.4720305412898572
136,-2.640000000000029,-0.48082261498862294
137,-2.630000000000029,-0.48956660682657394
138,-2.6200000000000294,-0.49826164241181314
139,-2.6100000000000296,-0.5069068522480278
140,-2.60000000000003,-0.5155013718214386
141,-2.59000000000003,-0.5240443416872504
142,-2.5800000000000303,-0.5325349075555956
143,-2.5700000000000305,-0.5409722203769628
144,-2.5600000000000307,-0.549355436427101
145,-2.550000000000031,-0.5576837173913912
146,-2.540000000000031,-0.5659562304486772
147,-2.5300000000000313,-0.5741721483545468
148,-2.5200000000000315,-0.5823306495240562
149,-2.5100000000000318,-0.5904309181138871
150,-2.500000000000032,-0.5984721441039309
151,-2.490000000000032,-0.6064535233782893
152,-2.4800000000000324,-0.6143742578056861
153,-2.4700000000000326,-0.6222335553192793
154,-2.460000000000033,-0.6300306299958667
155,-2.450000000000033,-0.6377647021344783
156,-2.4400000000000333,-0.6454349983343453
157,-2.4300000000000335,-0.6530407515722395
158,-2.4200000000000337,-0.6605812012791754
159,-2.410000000000034,-0.6680555934164658
160,-2.400000000000034,-0.6754631805511258
161,-2.3900000000000343,-0.6828032219306147
162,-2.3800000000000345,-0.6900749835569113
163,-2.3700000000000347,-0.6972777382599129
164,-2.360000000000035,-0.7044107657701513
165,-2.350000000000035,-0.7114733527908197
166,-2.3400000000000354,-0.7184647930691015
167,-2.3300000000000356,-0.7253843874667951
168,-2.320000000000036,-0.7322314440302269
169,-2.310000000000036,-0.7390052780594466
170,-2.3000000000000362,-0.745705212176696
171,-2.2900000000000365,-0.7523305763941467
172,-2.2800000000000367,-0.758880708180898
173,-2.270000000000037,-0.7653549525292298
174,-2.260000000000037,-0.7717526620201023
175,-2.2500000000000373,-0.7780731968878978
176,-2.2400000000000375,-0.7843159250843967
177,-2.2300000000000377,-0.7904802223419817
178,-2.220000000000038,-0.7965654722360637
179,-2.210000000000038,-0.8025710662467245
180,-2.2000000000000384,-0.8084964038195676
181,-2.1900000000000386,-0.8143408924257736
182,-2.180000000000039,-0.820103947621352
183,-2.170000000000039,-0.8257849931055861
